url,status_code,redirect_url,error,title,title_length,meta_description,meta_description_length,meta_robots,x_robots_tag,canonical,canonical_matches_url,lang,hreflang_count,h1_count,h1_text,h2_count,word_count,images_total,images_without_alt,schema_types,open_graph_title,open_graph_description,faq_count,tables_count,lists_count,links_internal,links_external,page_speed_hint,scraped_at
https://gastroshows.es/cena-clandestina-de-barcelona-grupos/,200,,,Cena clandestina para grupos,28,La cena clandestina de Barcelona! ✅ Tendréis que resolver enigmas y pistas para llegar. El trabajo en equipo será la clave del éxito...,135,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/cena-clandestina-de-barcelona-grupos/,SI,es,0,2,La clandestina | CONTÁCTANOS,9,979,9,8,,GASTROSHOWS: ACTIVIDADES GASTRONÓMICAS EN BARCELONA,"✅ ¡Elije tu actividad gastronómica! que une alta cocina, música y espectáculo. ¿No sabes que hacer? Ven a nuestro show gastronómico en Barcelona ?",0,0,2,22,2,392.3 KB,2026-05-12T12:00:52.641742Z
https://gastroshows.es/the-best-clandestine-dinners-in-barcelona/,200,,,The best clandestine dinners in Barcelona,41,"In this post you will find the best clandestine dinners in Barcelona that you can't miss, take a look!",102,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/the-best-clandestine-dinners-in-barcelona/,NO,es,0,1,The best CLANDESTINE DINNERS Barcelona,8,1114,17,8,,The best clandestine dinners in Barcelona,"In this post you will find the best clandestine dinners in Barcelona that you can't miss, take a look!",0,0,2,26,20,367.8 KB,2026-05-12T12:00:55.162840Z
https://gastroshows.es/3-gastronomic-space-for-rent-in-barcelona/,200,,,Gastronomic space for rent in Barcelona with equipped TPB kitchen,65,"The best gastronomic space rental in Barcelona, private and fully equipped to celebrate your events with whoever you want.",122,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/3-gastronomic-space-for-rent-in-barcelona/,NO,es,0,1,GASTRONOMIC SPACE FOR RENT IN BARCELONA,9,725,10,6,,Unique gastronomic space for rent in Barcelona,"Celebrate your meetings or events in an exclusive atmosphere, come and see us! A space for events",0,0,2,21,5,370.1 KB,2026-05-12T12:00:57.665439Z
https://gastroshows.es/actividades-gastronomicas/,200,,,Actividades gastronómicas para grupos - Gastroshows®️,53,Las mejores actividades gastronómicas ideales para empresas y grupos. Descubre nuestra divertida oferta y anímate a cocinar como un chef.,137,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/actividades-gastronomicas/,SI,es,0,1,actividades gastronómicas,12,564,9,6,,Las mejores actividades gastronómicas de barcelona,Actividades para grupos y empresa de alto nivel para disfrutar de la alta gastronomía,0,0,2,25,7,302.4 KB,2026-05-12T12:01:00.147988Z
https://gastroshows.es/cena-con-show-en-vivo/,200,,,Cena show en vivo en Barcelona en un espacio privado ✅Gastroshows,65,"✅ Si buscas una cena show en vivo en Barcelona con alta gastronomia, maridaje y en un espacio privado, ponte en contacto con nosotros y ven a disfrutar!",152,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/cena-con-show-en-vivo/,SI,es,0,1,CENA con show en vivo,12,857,4,1,,Cena show en vivo en Barcelona en un espacio privado ✅Gastroshows,"✅ Si buscas una cena show en vivo en Barcelona con alta gastronomia, maridaje y en un espacio privado, ponte en contacto con nosotros y ven a disfrutar!",0,0,2,19,1,386.8 KB,2026-05-12T12:01:02.625891Z
https://gastroshows.es/team-building-cocina-barcelona/,200,,,Team building cocina Barcelona - Experiencias únicas - Gastroshows®,67,Las mejores actividades de team building cocina en Barcelona para empresas y grupos. Descubre nuestra oferta en actividades para empresas.,138,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/team-building-cocina-barcelona/,SI,es,0,1,Team building cocina barcelona,12,553,9,8,,Las mejores actividades gastronómicas de barcelona,Actividades para grupos y empresa de alto nivel para disfrutar de la alta gastronomía,0,0,2,27,2,297.4 KB,2026-05-12T12:01:06.686503Z
https://gastroshows.es/talleres-gastronomicos/,200,,,Talleres gastronómicos en Barcelona - Gastroshows,49,"Los mejores talleres gastronómicos en Barcelona. Cócteles, catas y mucho más. Visita ahora nuestra amplia variedad en talleres gastronómicos.",141,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/talleres-gastronomicos/,SI,es,0,1,talleres gastronómicos,14,588,11,10,,Las mejores actividades gastronómicas de barcelona,Actividades para grupos y empresa de alto nivel para disfrutar de la alta gastronomía,0,0,2,25,2,299.6 KB,2026-05-12T12:01:09.573708Z
https://gastroshows.es/regalos-originales-en-pareja/,200,,,Regalos originales en pareja que os encantarán ¡compartir es vivir!,67,"En este post encontrarás un listado de regalos originales en pareja para compartir más momentos inolvidables juntos, ¡echa un vistazo!",134,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/regalos-originales-en-pareja/,SI,es,0,2,REGALOS ORIGINALES EN PAREJA | Enigmas divertidos E INSTATÁNEOS,8,1118,13,7,,Regalos originales en pareja que os encantarán ¡compartir es vivir!,"En este post encontrarás un listado de regalos originales en pareja para compartir más momentos inolvidables juntos, ¡echa un vistazo!",0,0,2,26,6,357.0 KB,2026-05-12T12:01:12.307193Z
https://gastroshows.es/planes-para-halloween-castanyada-en-barcelona/,200,,,Los mejores planes para halloween y la castanyada en Barcelona,62,"En este post encontrarás los mejores planes para Halloween y la castanyada en Barcelona este 2025, ¡echa un vistazo y no te los pierdas!",136,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/planes-para-halloween-castanyada-en-barcelona/,SI,es,0,1,Los mejores planes para halloween y la castanyada en Barcelona,11,1316,18,8,,Los mejores planes para halloween y la castanyada en Barcelona,"En este post encontrarás los mejores planes para Halloween y la castanyada en Barcelona este 2025, ¡echa un vistazo y no te los pierdas!",0,0,2,27,19,374.4 KB,2026-05-12T12:01:14.760712Z
https://gastroshows.es/regalos-con-comida/,200,,,"Regalos con comida, la opción más sabrosa y original!",53,En este post encontrarás un listado de regalos con comida muy originales con los que sorprenderás a foodies y cocinillas. ¡Echa un vistazo!,139,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/regalos-con-comida/,SI,es,0,1,REGALOS CON COMIDA,11,1181,15,7,,"Regalos con comida, la opción más sabrosa y original!",En este post encontrarás un listado de regalos con comida muy originales con los que sorprenderás a foodies y cocinillas. ¡Echa un vistazo!,0,0,2,28,4,358.6 KB,2026-05-12T12:01:17.284374Z
https://gastroshows.es/veal-fricando-recipe/,200,,,Veal fricandó recipe with all the tips and tricks,49,Veal fricandó recipe from how to buy the meat to the type of mushrooms you can use. Grandma's fricandó recipe.,110,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/veal-fricando-recipe/,NO,es,0,1,Veal fricandó recipe,6,1049,11,6,,Veal fricandó recipe with all the tips and tricks,Veal fricandó recipe from how to buy the meat to the type of mushrooms you can use. Grandma's fricandó recipe.,0,0,6,20,2,354.4 KB,2026-05-12T12:01:19.939025Z
https://gastroshows.es/discover-7-secret-terraces-in-barcelona/,200,,,Discover 7 secret terraces in Barcelona!% % -% Gastroshows,58,"✅ Discover seven secret terraces in Barcelona that are authentic oases of peace to disconnect from the big city, take a look!",125,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/discover-7-secret-terraces-in-barcelona/,NO,es,0,1,Discover 7 secret terraces in Barcelona!,1,955,10,5,,Discover 7 secret terraces in Barcelona!% % -% Gastroshows,"✅ Discover seven secret terraces in Barcelona that are authentic oases of peace to disconnect from the big city, take a look!",0,0,2,18,8,352.6 KB,2026-05-12T12:01:22.224607Z
https://gastroshows.es/curso-de-tapas-barcelona/,200,,,Curso de tapas Barcelona para grupos y empresas | Gastroshows ®,63,Ven a pasarlo en grande a nuestro curso de tapas Barcelona. Una actividad gastronómica donde la creatividad y la diversión están aseguradas.,140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/curso-de-tapas-barcelona/,SI,es,0,1,CURSO DE TAPAS BARCELONA,9,925,6,1,,GASTROSHOWS: ACTIVIDADES GASTRONÓMICAS EN BARCELONA,"✅ ¡Elije tu actividad gastronómica! que une alta cocina, música y espectáculo. ¿No sabes que hacer? Ven a nuestro show gastronómico en Barcelona ?",0,0,2,22,1,333.4 KB,2026-05-12T12:01:24.331461Z
https://gastroshows.es/donde-cenar-en-barcelona/,200,,,Donde cenar en Barcelona: los sitios más secretos de la ciudad,62,"En este post descubrirás dónde cenar en Barcelona en los sitios más secretos y divertidos de la ciudad. Si estás listo, ¡echa un vistazo!",137,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/donde-cenar-en-barcelona/,SI,es,0,1,Donde cenar en Barcelona,11,1090,17,6,,Donde cenar en Barcelona: los sitios más secretos de la ciudad,"En este post descubrirás dónde cenar en Barcelona en los sitios más secretos y divertidos de la ciudad. Si estás listo, ¡echa un vistazo!",0,0,2,33,6,361.8 KB,2026-05-12T12:01:26.946460Z
https://gastroshows.es/things-to-do-with-your-partner-at-home/,200,,,Fun things to do with your partner at home. 5 great plans!,58,In this post you will find 5 plans of things to do with your partner at home. All different and very funny. Having fun with your partner at home is easy!,153,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/things-to-do-with-your-partner-at-home/,NO,es,0,1,Things to do with your partner at home,10,1276,14,8,,Fun things to do with your partner at home. 5 great plans!,In this post you will find 5 plans of things to do with your partner at home. All different and very funny. Having fun with your partner at home is easy!,0,0,2,24,6,357.2 KB,2026-05-12T12:01:29.014031Z
https://gastroshows.es/despedida-soltera/,200,,,✅La mejor cena despedida soltera con Gastroshows,48,"Organizamos cada cena despedida soltera a medida. Una experiencia gastronómica que os encantará y recordaréis siempre ❤, ¡qué viva la novia!",140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/despedida-soltera/,SI,es,0,1,CENA DESPEDIDA SOLTERA,11,660,4,1,,✅La mejor cena despedida soltera con Gastroshows,"Organizamos cada cena despedida soltera a medida. Una experiencia gastronómica que os encantará y recordaréis siempre ❤, ¡qué viva la novia!",0,0,2,12,1,385.2 KB,2026-05-12T12:01:31.055018Z
https://gastroshows.es/the-best-rice-dishes-in-barcelona/,200,,,The best rice dishes in Barcelona -% Gastroshows®.,50,"Here you will discover the best rice dishes in Barcelona. Sea or mountain classics and many gastronomic novelties, you'll see!",126,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/the-best-rice-dishes-in-barcelona/,NO,es,0,1,The best rice dishes in Barcelona,6,717,12,6,,The best rice dishes in Barcelona -% Gastroshows®.,"Here you will discover the best rice dishes in Barcelona. Sea or mountain classics and many gastronomic novelties, you'll see!",0,0,2,28,9,450.1 KB,2026-05-12T12:01:32.999185Z
https://gastroshows.es/team-building-kitchen-barcelona/,200,,,Team building kitchen Barcelona - Unique experiences - Gastroshows® - Gastroshows,81,The best team building activities in Barcelona for companies and groups. Discover our offer in activities for companies.,120,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/team-building-kitchen-barcelona/,NO,es,0,1,Team building kitchen barcelona,13,584,10,9,,The best gastronomic activities in barcelona,Activities for groups and high-level companies to enjoy fine gastronomy,0,0,2,28,2,299.9 KB,2026-05-12T12:01:34.969596Z
https://gastroshows.es/the-best-terraces-in-barcelona/,200,,,The best terraces in Barcelona - A must-see stop,48,"In this post you will find the best terraces in Barcelona with a unique atmosphere. Plus, you can go any day of the year!",121,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/the-best-terraces-in-barcelona/,NO,es,0,1,The best terraces in Barcelona,7,856,11,9,,The best terraces in Barcelona - A must-see stop,"In this post you will find the best terraces in Barcelona with a unique atmosphere. Plus, you can go any day of the year!",0,0,2,13,19,293.0 KB,2026-05-12T12:01:36.962198Z
https://gastroshows.es/ideas-para-san-valentin/,200,,,ideas para San Valentín - Las 5 mejores ideas para sorprender,61,¿Buscas las mejores ideas para triunfar en San Valentín? Aquí te dejamos un post con los regalos más originales y sorprendentes para tu pareja ❤️,145,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/ideas-para-san-valentin/,SI,es,0,2,Ideas para San Valentín | 4 Comentarios,8,1143,14,9,,ideas para San Valentín - Las 5 mejores ideas para sorprender,¿Buscas las mejores ideas para triunfar en San Valentín? Aquí te dejamos un post con los regalos más originales y sorprendentes para tu pareja ❤️,0,0,2,14,6,303.7 KB,2026-05-12T12:01:38.923388Z
https://gastroshows.es/receta-de-arroz-meloso-con-setas/,200,,,Receta de fricandó de ternera con todos los trucos y consejor,61,Receta de fricandó de ternera desde cómo comprar la carne hasta el tipo de setas que puedes utilizar. La mejor receta para triunfar,131,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/receta-de-arroz-meloso-con-setas/,SI,es,0,2,receta de arroz meloso con setas | 1 Comentario,8,995,12,5,,Receta de fricandó de ternera con todos los trucos y consejor,Receta de fricandó de ternera desde cómo comprar la carne hasta el tipo de setas que puedes utilizar. La mejor receta para triunfar,0,0,4,22,2,369.4 KB,2026-05-12T12:01:40.924029Z
https://gastroshows.es/where-to-dine-in-barcelona-the-most-secret-places-in-the-city/,200,,,Where to dine in Barcelona: the most secret places in the city,62,"In this post you will discover where to dine in Barcelona in the most secret and fun places in the city. If you're ready, take a look!",134,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/where-to-dine-in-barcelona-the-most-secret-places-in-the-city/,NO,es,0,1,Where to dine in Barcelona,11,1130,17,6,,Where to dine in Barcelona: the most secret places in the city,"In this post you will discover where to dine in Barcelona in the most secret and fun places in the city. If you're ready, take a look!",0,0,2,33,6,362.4 KB,2026-05-12T12:01:42.943244Z
https://gastroshows.es/lugares-comer-en-barcelona-este-verano/,200,,,5 lugares para comer en Barcelona este verano,45,"Descubre lugares para comer como un local en Barcelona este verano 2025, sin turistas ni guías Michelin. ¡Explora la ciudad!",124,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/lugares-comer-en-barcelona-este-verano/,SI,es,0,6,5 lugares para comer en Barcelona este verano | 1. PACO MERALGO: TAPAS SIN TRADUCCIÓN | 2. BAR CANYI: DONDE EL VINO MANDA,0,547,11,10,,5 lugares para comer en Barcelona este verano,"Descubre lugares para comer como un local en Barcelona este verano 2025, sin turistas ni guías Michelin. ¡Explora la ciudad!",0,0,3,23,5,294.8 KB,2026-05-12T12:01:44.924886Z
https://gastroshows.es/mellow-rice-with-mushrooms-recipe/,200,,,Recipe of veal fricandó with all the tips and tricks,52,Veal fricandó recipe from how to buy the meat to the type of mushrooms you can use. The best recipe for success,111,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/mellow-rice-with-mushrooms-recipe/,NO,es,0,1,recipe for mellow rice with mushrooms,8,932,11,5,,Recipe of veal fricandó with all the tips and tricks,Veal fricandó recipe from how to buy the meat to the type of mushrooms you can use. The best recipe for success,0,0,4,22,2,367.3 KB,2026-05-12T12:01:46.991444Z
https://gastroshows.es/the-best-places-for-picnics-in-barcelona/,200,,,Discover the best places for Picnic in Barcelona | Gastroshows ®.,65,"Here you will find the best places for picnics in Barcelona. Enjoy an outdoor lunch or a romantic date, take a look!",116,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/the-best-places-for-picnics-in-barcelona/,NO,es,0,1,The best places for picnics in Barcelona,6,969,11,5,,Discover the best places for Picnic in Barcelona | Gastroshows ®.,"Here you will find the best places for picnics in Barcelona. Enjoy an outdoor lunch or a romantic date, take a look!",0,0,2,28,7,449.7 KB,2026-05-12T12:01:48.981073Z
https://gastroshows.es/barcelona-dinner-gift-card/,200,,,Dinner gift card Barcelona - A unique gastronomic experience,60,"With the Barcelona dinner gift card you will surprise with an authentic experience full of gastronomy, emotions and surprises. Give something they won't forget!",160,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/tarjeta-regalo-cena-barcelona/,NO,es,0,1,GIFT CARD DINNER Barcelona,11,856,8,4,,Dinner gift card Barcelona - A unique gastronomic experience,"With the Barcelona dinner gift card you will surprise with an authentic experience full of gastronomy, emotions and surprises. Give something they won't forget!",0,0,2,21,3,383.0 KB,2026-05-12T12:01:50.954757Z
https://gastroshows.es/sitios-picnic-barcelona/,200,,,Descubre los mejores sitios de Picnic en Barcelona | Gastroshows ®,66,"Aquí encontrarás los mejores sitios para picnic en Barcelona. Disfruta de un almuerzo al aire libre o una cita romántica, ¡echa un vistazo!",139,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/sitios-picnic-barcelona/,SI,es,0,1,Los mejores sitios para Picnic en Barcelona,6,1063,13,4,,Descubre los mejores sitios de Picnic en Barcelona | Gastroshows ®,"Aquí encontrarás los mejores sitios para picnic en Barcelona. Disfruta de un almuerzo al aire libre o una cita romántica, ¡echa un vistazo!",0,0,2,28,8,453.4 KB,2026-05-12T12:01:52.875154Z
https://gastroshows.es/cocktail-workshop-barcelona/,200,,,Cocktail workshop in Barcelona - A unique gastronomic activity ?,64,In the cocktail workshop in Barcelona you will become bartenders and discover the secrets of mixology. Includes tasting in a unique environment ✅,145,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/cocktail-workshop-barcelona/,NO,es,0,1,COCKTAIL WORKSHOP IN BARCELONA,10,785,7,4,,GASTROSHOWS: GASTRONOMIC ACTIVITIES IN BARCELONA,"✅ Choose your gastronomic activity! combining haute cuisine, music and entertainment. Don't know what to do? Come to our gastronomic show in Barcelona ?",0,0,2,26,3,373.8 KB,2026-05-12T12:01:54.854361Z
https://gastroshows.es/private-dinners-barcelona/,200,,,Private dinners Barcelona% % with private chef and live cooking,63,"Enjoy private dinners in Barcelona with whoever you want in an exclusive space in Barcelona, with tasting menu and wine pairing, showcooking and much more!",155,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/private-dinners-barcelona/,NO,es,0,1,Private dinners Barcelona,11,737,7,4,,Private dinners Barcelona% % with private chef and live cooking,"Enjoy private dinners in Barcelona with whoever you want in an exclusive space in Barcelona, with tasting menu and wine pairing, showcooking and much more!",0,0,2,19,2,423.0 KB,2026-05-12T12:01:56.917046Z
https://gastroshows.es/dinner-with-live-show/,200,,,Live dinner show in Barcelona in a private space ✅Gastroshows,61,"If you are looking for a live dinner show in Barcelona with haute cuisine, wine pairing and in a private space, contact us and come and enjoy!",142,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/dinner-with-live-show/,NO,es,0,1,DINNER with live show,12,884,7,4,,Live dinner show in Barcelona in a private space ✅Gastroshows,"If you are looking for a live dinner show in Barcelona with haute cuisine, wine pairing and in a private space, contact us and come and enjoy!",0,0,2,21,2,423.7 KB,2026-05-12T12:01:58.841764Z
